comparison,overall_fst,n1,n2
str_LJK.2015~str_TNY.2001,0.2078,10,12
str_LJK.2015~str_TNY.2012,0.1547,10,3
str_LJK.2015~str_TOJ.2017,0.2096,10,17
str_LJK.2015~str_TRB.2010,0.1492,10,8
str_LJK.2015~str_UNK.0,0.1413,10,1
str_LJK.2015~str_UWF.2015,0.0809,10,9
str_LJK.2015~str_WAC.1997,0.2175,10,17
str_LJK.2015~str_WAC.2016,0.2003,10,8
str_LJK.2015~str_WHO.2011,0.218,10,8
str_LJK.2015~str_WIC.2000,0.2158,10,16
str_LJK.2015~str_WIC.2017,0.2449,10,11
str_LJK.2015~str_WIL.1996,0.1342,10,8
str_LJK.2015~str_WLN.2009,0.2101,10,14
str_LJK.2015~str_WLN.2017,0.1489,10,8
str_LJK.2015~str_WMR.2000,0.0868,10,2
str_LJK.2015~str_WMR.2016,0.1273,10,5
str_LNF.2016~str_LNG.2012,0.1188,12,5
str_LNF.2016~str_LON.2011,0.1854,12,12
str_LNF.2016~str_LON.2016,0.1174,12,3
str_LNF.2016~str_LTA.2000,0.1758,12,3
str_LNF.2016~str_LWF.2015,0.2261,12,9
str_LNF.2016~str_MAC.2016,0.1379,12,17
str_LNF.2016~str_MAE.2016,0.1267,12,5
str_LNF.2016~str_MAR.2017,0.1682,12,20
str_LNF.2016~str_MAU.2016,0.1385,12,4
str_LNF.2016~str_MEI.2017,0.116,12,17
str_LNF.2016~str_MHK.2000,0.3664,12,20
str_LNF.2016~str_MHK.2016,0.2383,12,5
str_LNF.2016~str_MIL.2015,0.2617,12,20
str_LNF.2016~str_MIL.2017,0.3817,12,17
str_LNF.2016~str_MOH.2013,0.1768,12,10
str_LNF.2016~str_MPH.2011,0.3047,12,12
str_LNF.2016~str_MRB.2016,0.1164,12,5
str_LNF.2016~str_MRV.2016,0.2076,12,5
str_LNF.2016~str_MSQ.2000,0.2348,12,3
str_LNF.2016~str_MUR.2017,0.2443,12,14
str_LNF.2016~str_NFB.2016,0.2079,12,7
str_LNF.2016~str_NFC.2012,0.3311,12,16
str_LNF.2016~str_NFG.2009,0.2275,12,7
str_LNF.2016~str_OHR.2011,0.2217,12,1
str_LNF.2016~str_PEC.2018,0.1598,12,15
str_LNF.2016~str_PKC.2000,0.2145,12,2
str_LNF.2016~str_POI.2017,0.1733,12,16
str_LNF.2016~str_POL.2016,0.1196,12,19
str_LNF.2016~str_ROC.2009,0.1662,12,14
str_LNF.2016~str_ROC.2017,0.1742,12,8
str_LNF.2016~str_SEC.2010,0.1704,12,6
str_LNF.2016~str_SHE.2010,0.1326,12,3
str_LNF.2016~str_SIL.2015,0.1988,12,6
str_LNF.2016~str_SLK.2015,0.2489,12,20
str_LNF.2016~str_SNO.2010,0.1875,12,8
str_LNF.2016~str_TCR.2002,0.1588,12,9
str_LNF.2016~str_TCR.2017,0.1624,12,14
str_LNF.2016~str_TNY.2001,0.2174,12,12
str_LNF.2016~str_TNY.2012,0.1524,12,3
str_LNF.2016~str_TOJ.2017,0.1963,12,17
str_LNF.2016~str_TRB.2010,0.139,12,8
str_LNF.2016~str_UNK.0,0.1991,12,1
str_LNF.2016~str_UWF.2015,0.2604,12,9
str_LNF.2016~str_WAC.1997,0.2324,12,17
str_LNF.2016~str_WAC.2016,0.1989,12,8
str_LNF.2016~str_WHO.2011,0.2307,12,8
str_LNF.2016~str_WIC.2000,0.19,12,16
str_LNF.2016~str_WIC.2017,0.2283,12,11
str_LNF.2016~str_WIL.1996,0.1533,12,8
str_LNF.2016~str_WLN.2009,0.1844,12,14
str_LNF.2016~str_WLN.2017,0.1491,12,8
str_LNF.2016~str_WMR.2000,0.164,12,2
str_LNF.2016~str_WMR.2016,0.1627,12,5
str_LNG.2012~str_LON.2011,0.0756,5,12
str_LNG.2012~str_LON.2016,0.0331,5,3
str_LNG.2012~str_LTA.2000,0.1326,5,3
str_LNG.2012~str_LWF.2015,0.1753,5,9
str_LNG.2012~str_MAC.2016,0.086,5,17
str_LNG.2012~str_MAE.2016,0.0128,5,5
str_LNG.2012~str_MAR.2017,0.031,5,20
str_LNG.2012~str_MAU.2016,0.0603,5,4
str_LNG.2012~str_MEI.2017,0.0399,5,17
str_LNG.2012~str_MHK.2000,0.3056,5,20
str_LNG.2012~str_MHK.2016,0.176,5,5
str_LNG.2012~str_MIL.2015,0.1698,5,20
str_LNG.2012~str_MIL.2017,0.2739,5,17
str_LNG.2012~str_MOH.2013,0.0676,5,10
str_LNG.2012~str_MPH.2011,0.2098,5,12
str_LNG.2012~str_MRB.2016,0.0158,5,5
str_LNG.2012~str_MRV.2016,0.1587,5,5
str_LNG.2012~str_MSQ.2000,0.2116,5,3
str_LNG.2012~str_MUR.2017,0.1372,5,14
str_LNG.2012~str_NFB.2016,0.0278,5,7
str_LNG.2012~str_NFC.2012,0.2362,5,16
str_LNG.2012~str_NFG.2009,0.1187,5,7
str_LNG.2012~str_OHR.2011,0.2954,5,1
str_LNG.2012~str_PEC.2018,0.0389,5,15
str_LNG.2012~str_PKC.2000,0.2167,5,2
str_LNG.2012~str_POI.2017,0.0578,5,16
str_LNG.2012~str_POL.2016,0.0781,5,19
str_LNG.2012~str_ROC.2009,0.0286,5,14
str_LNG.2012~str_ROC.2017,0.0447,5,8
str_LNG.2012~str_SEC.2010,0.1196,5,6
str_LNG.2012~str_SHE.2010,0.0558,5,3
str_LNG.2012~str_SIL.2015,0.1299,5,6
str_LNG.2012~str_SLK.2015,0.1374,5,20
str_LNG.2012~str_SNO.2010,0.09,5,8
str_LNG.2012~str_TCR.2002,0.0315,5,9
str_LNG.2012~str_TCR.2017,0.0624,5,14
str_LNG.2012~str_TNY.2001,0.0991,5,12
str_LNG.2012~str_TNY.2012,0.0354,5,3
str_LNG.2012~str_TOJ.2017,0.0529,5,17
str_LNG.2012~str_TRB.2010,0.0489,5,8
str_LNG.2012~str_UNK.0,0.2485,5,1
str_LNG.2012~str_UWF.2015,0.2122,5,9
str_LNG.2012~str_WAC.1997,0.0704,5,17
str_LNG.2012~str_WAC.2016,0.0352,5,8
str_LNG.2012~str_WHO.2011,0.1461,5,8
str_LNG.2012~str_WIC.2000,0.0678,5,16
str_LNG.2012~str_WIC.2017,0.1255,5,11
str_LNG.2012~str_WIL.1996,0.0457,5,8
str_LNG.2012~str_WLN.2009,0.0354,5,14
str_LNG.2012~str_WLN.2017,0.0131,5,8
str_LNG.2012~str_WMR.2000,0.1218,5,2
str_LNG.2012~str_WMR.2016,0.0793,5,5
str_LON.2011~str_LON.2016,0.0451,12,3
str_LON.2011~str_LTA.2000,0.0923,12,3
str_LON.2011~str_LWF.2015,0.2638,12,9
str_LON.2011~str_MAC.2016,0.1871,12,17
str_LON.2011~str_MAE.2016,0.1205,12,5
str_LON.2011~str_MAR.2017,0.1002,12,20
str_LON.2011~str_MAU.2016,0.1317,12,4
str_LON.2011~str_MEI.2017,0.1388,12,17
str_LON.2011~str_MHK.2000,0.2265,12,20
str_LON.2011~str_MHK.2016,0.1219,12,5
str_LON.2011~str_MIL.2015,0.2529,12,20
str_LON.2011~str_MIL.2017,0.3263,12,17
str_LON.2011~str_MOH.2013,0.1243,12,10
str_LON.2011~str_MPH.2011,0.2792,12,12
str_LON.2011~str_MRB.2016,0.0634,12,5
str_LON.2011~str_MRV.2016,0.1574,12,5
str_LON.2011~str_MSQ.2000,0.1972,12,3
str_LON.2011~str_MUR.2017,0.2234,12,14
str_LON.2011~str_NFB.2016,0.1078,12,7
str_LON.2011~str_NFC.2012,0.2198,12,16
str_LON.2011~str_NFG.2009,0.1252,12,7
str_LON.2011~str_OHR.2011,0.404,12,1
str_LON.2011~str_PEC.2018,0.1207,12,15
str_LON.2011~str_PKC.2000,0.1458,12,2
str_LON.2011~str_POI.2017,0.1382,12,16
str_LON.2011~str_POL.2016,0.168,12,19
str_LON.2011~str_ROC.2009,0.0818,12,14
str_LON.2011~str_ROC.2017,0.0855,12,8
str_LON.2011~str_SEC.2010,0.0551,12,6
str_LON.2011~str_SHE.2010,0.0209,12,3
str_LON.2011~str_SIL.2015,0.1756,12,6
str_LON.2011~str_SLK.2015,0.2388,12,20
str_LON.2011~str_SNO.2010,0.0396,12,8
str_LON.2011~str_TCR.2002,0.0865,12,9
str_LON.2011~str_TCR.2017,0.095,12,14
str_LON.2011~str_TNY.2001,0.1452,12,12
str_LON.2011~str_TNY.2012,0.0577,12,3
str_LON.2011~str_TOJ.2017,0.1064,12,17
str_LON.2011~str_TRB.2010,0.0403,12,8
str_LON.2011~str_UNK.0,0.1727,12,1
str_LON.2011~str_UWF.2015,0.2965,12,9
str_LON.2011~str_WAC.1997,0.1692,12,17
str_LON.2011~str_WAC.2016,0.1421,12,8
str_LON.2011~str_WHO.2011,0.1256,12,8
str_LON.2011~str_WIC.2000,0.1352,12,16
str_LON.2011~str_WIC.2017,0.199,12,11
str_LON.2011~str_WIL.1996,0.0669,12,8
str_LON.2011~str_WLN.2009,0.1215,12,14
str_LON.2011~str_WLN.2017,0.0996,12,8
str_LON.2011~str_WMR.2000,0.0803,12,2
str_LON.2011~str_WMR.2016,0.1032,12,5
str_LON.2016~str_LTA.2000,0.092,3,3
str_LON.2016~str_LWF.2015,0.136,3,9
str_LON.2016~str_MAC.2016,0.1545,3,17
str_LON.2016~str_MAE.2016,0.088,3,5
str_LON.2016~str_MAR.2017,0.1262,3,20
str_LON.2016~str_MAU.2016,0.0471,3,4
str_LON.2016~str_MEI.2017,0.1046,3,17
str_LON.2016~str_MHK.2000,0.3929,3,20
str_LON.2016~str_MHK.2016,0.2184,3,5
str_LON.2016~str_MIL.2015,0.235,3,20
str_LON.2016~str_MIL.2017,0.3609,3,17
str_LON.2016~str_MOH.2013,0.1164,3,10
str_LON.2016~str_MPH.2011,0.2784,3,12
str_LON.2016~str_MRB.2016,0.0283,3,5
str_LON.2016~str_MRV.2016,0.2156,3,5
str_LON.2016~str_MSQ.2000,0.2144,3,3
str_LON.2016~str_MUR.2017,0.212,3,14
str_LON.2016~str_NFB.2016,0.124,3,7
str_LON.2016~str_NFC.2012,0.2925,3,16
str_LON.2016~str_NFG.2009,0.1441,3,7
str_LON.2016~str_OHR.2011,0.2098,3,1
str_LON.2016~str_PEC.2018,0.098,3,15
str_LON.2016~str_PKC.2000,0.1778,3,2
str_LON.2016~str_POI.2017,0.1168,3,16
str_LON.2016~str_POL.2016,0.1147,3,19
str_LON.2016~str_ROC.2009,0.1031,3,14
str_LON.2016~str_ROC.2017,0.0941,3,8
str_LON.2016~str_SEC.2010,0.0938,3,6
str_LON.2016~str_SHE.2010,0.0144,3,3
str_LON.2016~str_SIL.2015,0.1477,3,6
str_LON.2016~str_SLK.2015,0.1948,3,20
str_LON.2016~str_SNO.2010,0.1112,3,8
str_LON.2016~str_TCR.2002,0.096,3,9
str_LON.2016~str_TCR.2017,0.1272,3,14
str_LON.2016~str_TNY.2001,0.1776,3,12
str_LON.2016~str_TNY.2012,0.0872,3,3
str_LON.2016~str_TOJ.2017,0.1421,3,17
str_LON.2016~str_TRB.2010,0.0701,3,8
str_LON.2016~str_UNK.0,0.0415,3,1
str_LON.2016~str_UWF.2015,0.1586,3,9
str_LON.2016~str_WAC.1997,0.1554,3,17
str_LON.2016~str_WAC.2016,0.1297,3,8
str_LON.2016~str_WHO.2011,0.1869,3,8
str_LON.2016~str_WIC.2000,0.1386,3,16
str_LON.2016~str_WIC.2017,0.1709,3,11
str_LON.2016~str_WIL.1996,0.094,3,8
str_LON.2016~str_WLN.2009,0.1419,3,14
str_LON.2016~str_WLN.2017,0.0817,3,8
str_LON.2016~str_WMR.2000,0.0544,3,2
str_LON.2016~str_WMR.2016,0.1233,3,5
str_LTA.2000~str_LWF.2015,0.1108,3,9
str_LTA.2000~str_MAC.2016,0.1248,3,17
str_LTA.2000~str_MAE.2016,0.1153,3,5
str_LTA.2000~str_MAR.2017,0.0255,3,20
str_LTA.2000~str_MAU.2016,0.0347,3,4
str_LTA.2000~str_MEI.2017,0.0493,3,17
str_LTA.2000~str_MHK.2000,0.2685,3,20
str_LTA.2000~str_MHK.2016,0.2718,3,5
str_LTA.2000~str_MIL.2015,0.2271,3,20
str_LTA.2000~str_MIL.2017,0.3839,3,17
str_LTA.2000~str_MOH.2013,-0.0275,3,10
str_LTA.2000~str_MPH.2011,0.3239,3,12
str_LTA.2000~str_MRB.2016,0.0404,3,5
str_LTA.2000~str_MRV.2016,0.2856,3,5
str_LTA.2000~str_MSQ.2000,0.1176,3,3
str_LTA.2000~str_MUR.2017,0.2059,3,14
str_LTA.2000~str_NFB.2016,0.2462,3,7
str_LTA.2000~str_NFC.2012,0.2306,3,16
str_LTA.2000~str_NFG.2009,0.2444,3,7
str_LTA.2000~str_OHR.2011,0.4925,3,1
str_LTA.2000~str_PEC.2018,0.0495,3,15
str_LTA.2000~str_PKC.2000,0.2737,3,2
str_LTA.2000~str_POI.2017,0.0747,3,16
str_LTA.2000~str_POL.2016,0.102,3,19
str_LTA.2000~str_ROC.2009,0.0289,3,14
str_LTA.2000~str_ROC.2017,0.0557,3,8
str_LTA.2000~str_SEC.2010,0.1463,3,6
str_LTA.2000~str_SHE.2010,0.1663,3,3
str_LTA.2000~str_SIL.2015,0.2655,3,6
str_LTA.2000~str_SLK.2015,0.2048,3,20
str_LTA.2000~str_SNO.2010,0.1602,3,8
str_LTA.2000~str_TCR.2002,0.0586,3,9
str_LTA.2000~str_TCR.2017,0.043,3,14
str_LTA.2000~str_TNY.2001,0.1477,3,12
str_LTA.2000~str_TNY.2012,0.2766,3,3
str_LTA.2000~str_TOJ.2017,0.0735,3,17
str_LTA.2000~str_TRB.2010,0.0783,3,8
str_LTA.2000~str_UNK.0,0.4986,3,1
str_LTA.2000~str_UWF.2015,0.1563,3,9
str_LTA.2000~str_WAC.1997,0.1499,3,17
str_LTA.2000~str_WAC.2016,0.181,3,8
str_LTA.2000~str_WHO.2011,0.0227,3,8
str_LTA.2000~str_WIC.2000,0.1243,3,16
str_LTA.2000~str_WIC.2017,0.2009,3,11
str_LTA.2000~str_WIL.1996,3e-04,3,8
str_LTA.2000~str_WLN.2009,0.0737,3,14
str_LTA.2000~str_WLN.2017,0.022,3,8
str_LTA.2000~str_WMR.2000,0.4726,3,2
str_LTA.2000~str_WMR.2016,0.1416,3,5
str_LWF.2015~str_MAC.2016,0.2978,9,17
str_LWF.2015~str_MAE.2016,0.1504,9,5
str_LWF.2015~str_MAR.2017,0.3056,9,20
str_LWF.2015~str_MAU.2016,0.1104,9,4
str_LWF.2015~str_MEI.2017,0.2568,9,17
str_LWF.2015~str_MHK.2000,0.4466,9,20
str_LWF.2015~str_MHK.2016,0.231,9,5
str_LWF.2015~str_MIL.2015,0.1266,9,20
str_LWF.2015~str_MIL.2017,0.2513,9,17
str_LWF.2015~str_MOH.2013,0.1831,9,10
str_LWF.2015~str_MPH.2011,0.139,9,12
str_LWF.2015~str_MRB.2016,0.143,9,5
str_LWF.2015~str_MRV.2016,0.2484,9,5
str_LWF.2015~str_MSQ.2000,0.1943,9,3
str_LWF.2015~str_MUR.2017,0.1833,9,14
str_LWF.2015~str_NFB.2016,0.237,9,7
str_LWF.2015~str_NFC.2012,0.4188,9,16
str_LWF.2015~str_NFG.2009,0.2915,9,7
str_LWF.2015~str_OHR.2011,0.0592,9,1
str_LWF.2015~str_PEC.2018,0.2646,9,15
str_LWF.2015~str_PKC.2000,0.1329,9,2
str_LWF.2015~str_POI.2017,0.1767,9,16
str_LWF.2015~str_POL.2016,0.2439,9,19
str_LWF.2015~str_ROC.2009,0.268,9,14
str_LWF.2015~str_ROC.2017,0.2223,9,8
str_LWF.2015~str_SEC.2010,0.1994,9,6
str_LWF.2015~str_SHE.2010,0.0949,9,3
str_LWF.2015~str_SIL.2015,0.0669,9,6
str_LWF.2015~str_SLK.2015,0.0941,9,20
str_LWF.2015~str_SNO.2010,0.254,9,8
str_LWF.2015~str_TCR.2002,0.2061,9,9
str_LWF.2015~str_TCR.2017,0.2737,9,14
str_LWF.2015~str_TNY.2001,0.2703,9,12
str_LWF.2015~str_TNY.2012,0.1696,9,3
str_LWF.2015~str_TOJ.2017,0.2946,9,17
str_LWF.2015~str_TRB.2010,0.2096,9,8
str_LWF.2015~str_UNK.0,-0.0076,9,1
str_LWF.2015~str_UWF.2015,0.0228,9,9
str_LWF.2015~str_WAC.1997,0.3257,9,17
str_LWF.2015~str_WAC.2016,0.2653,9,8
str_LWF.2015~str_WHO.2011,0.2333,9,8
str_LWF.2015~str_WIC.2000,0.2903,9,16
str_LWF.2015~str_WIC.2017,0.2865,9,11
str_LWF.2015~str_WIL.1996,0.184,9,8
str_LWF.2015~str_WLN.2009,0.244,9,14
str_LWF.2015~str_WLN.2017,0.2387,9,8
str_LWF.2015~str_WMR.2000,0.0728,9,2
str_LWF.2015~str_WMR.2016,0.191,9,5
str_MAC.2016~str_MAE.2016,0.1144,17,5
str_MAC.2016~str_MAR.2017,0.1317,17,20
str_MAC.2016~str_MAU.2016,0.1629,17,4
str_MAC.2016~str_MEI.2017,0.0179,17,17
str_MAC.2016~str_MHK.2000,0.2804,17,20
str_MAC.2016~str_MHK.2016,0.2029,17,5
str_MAC.2016~str_MIL.2015,0.2702,17,20
str_MAC.2016~str_MIL.2017,0.3265,17,17
str_MAC.2016~str_MOH.2013,0.1612,17,10
str_MAC.2016~str_MPH.2011,0.2937,17,12
str_MAC.2016~str_MRB.2016,0.1099,17,5
str_MAC.2016~str_MRV.2016,0.1509,17,5
str_MAC.2016~str_MSQ.2000,0.2007,17,3
str_MAC.2016~str_MUR.2017,0.2374,17,14
str_MAC.2016~str_NFB.2016,0.172,17,7
str_MAC.2016~str_NFC.2012,0.222,17,16
str_MAC.2016~str_NFG.2009,0.1818,17,7
str_MAC.2016~str_OHR.2011,0.3458,17,1
str_MAC.2016~str_PEC.2018,0.1357,17,15
str_MAC.2016~str_PKC.2000,0.1739,17,2
str_MAC.2016~str_POI.2017,0.1629,17,16
str_MAC.2016~str_POL.2016,0.0137,17,19
str_MAC.2016~str_ROC.2009,0.1554,17,14
str_MAC.2016~str_ROC.2017,0.1542,17,8
str_MAC.2016~str_SEC.2010,0.1987,17,6
str_MAC.2016~str_SHE.2010,0.1825,17,3
str_MAC.2016~str_SIL.2015,0.1835,17,6
str_MAC.2016~str_SLK.2015,0.244,17,20
str_MAC.2016~str_SNO.2010,0.2002,17,8
str_MAC.2016~str_TCR.2002,0.138,17,9
str_MAC.2016~str_TCR.2017,0.1449,17,14
str_MAC.2016~str_TNY.2001,0.1675,17,12
str_MAC.2016~str_TNY.2012,0.1411,17,3
str_MAC.2016~str_TOJ.2017,0.167,17,17
str_MAC.2016~str_TRB.2010,0.1616,17,8
str_MAC.2016~str_UNK.0,0.1721,17,1
str_MAC.2016~str_UWF.2015,0.3294,17,9
str_MAC.2016~str_WAC.1997,0.1858,17,17
str_MAC.2016~str_WAC.2016,0.1599,17,8
str_MAC.2016~str_WHO.2011,0.1605,17,8
str_MAC.2016~str_WIC.2000,0.1828,17,16
str_MAC.2016~str_WIC.2017,0.239,17,11
str_MAC.2016~str_WIL.1996,0.1177,17,8
str_MAC.2016~str_WLN.2009,0.1524,17,14
str_MAC.2016~str_WLN.2017,0.1144,17,8
str_MAC.2016~str_WMR.2000,0.1735,17,2
str_MAC.2016~str_WMR.2016,0.1359,17,5
str_MAE.2016~str_MAR.2017,0.0295,5,20
str_MAE.2016~str_MAU.2016,0.0139,5,4
str_MAE.2016~str_MEI.2017,0.0735,5,17
str_MAE.2016~str_MHK.2000,0.3112,5,20
str_MAE.2016~str_MHK.2016,0.1942,5,5
str_MAE.2016~str_MIL.2015,0.1684,5,20
str_MAE.2016~str_MIL.2017,0.2861,5,17
str_MAE.2016~str_MOH.2013,0.1077,5,10
str_MAE.2016~str_MPH.2011,0.2086,5,12
str_MAE.2016~str_MRB.2016,-0.0081,5,5
str_MAE.2016~str_MRV.2016,0.1052,5,5
str_MAE.2016~str_MSQ.2000,0.2184,5,3
str_MAE.2016~str_MUR.2017,0.1724,5,14
str_MAE.2016~str_NFB.2016,0.1014,5,7
str_MAE.2016~str_NFC.2012,0.2406,5,16
str_MAE.2016~str_NFG.2009,0.1699,5,7
str_MAE.2016~str_OHR.2011,0.2043,5,1
str_MAE.2016~str_PEC.2018,0.0341,5,15
str_MAE.2016~str_PKC.2000,0.1808,5,2
str_MAE.2016~str_POI.2017,0.0788,5,16
str_MAE.2016~str_POL.2016,0.0957,5,19
str_MAE.2016~str_ROC.2009,0.0757,5,14
str_MAE.2016~str_ROC.2017,0.0797,5,8
str_MAE.2016~str_SEC.2010,0.1303,5,6
str_MAE.2016~str_SHE.2010,0.0722,5,3
str_MAE.2016~str_SIL.2015,0.1155,5,6
str_MAE.2016~str_SLK.2015,0.1469,5,20
str_MAE.2016~str_SNO.2010,0.1324,5,8
str_MAE.2016~str_TCR.2002,-0.0072,5,9
str_MAE.2016~str_TCR.2017,0.0178,5,14
str_MAE.2016~str_TNY.2001,0.169,5,12
str_MAE.2016~str_TNY.2012,0.1024,5,3
str_MAE.2016~str_TOJ.2017,0.0473,5,17
str_MAE.2016~str_TRB.2010,0.0795,5,8
str_MAE.2016~str_UNK.0,0.2311,5,1
str_MAE.2016~str_UWF.2015,0.1991,5,9
str_MAE.2016~str_WAC.1997,0.1195,5,17
str_MAE.2016~str_WAC.2016,0.1064,5,8
str_MAE.2016~str_WHO.2011,0.1865,5,8
str_MAE.2016~str_WIC.2000,0.047,5,16
str_MAE.2016~str_WIC.2017,0.0818,5,11
str_MAE.2016~str_WIL.1996,0.0951,5,8
str_MAE.2016~str_WLN.2009,0.0406,5,14
str_MAE.2016~str_WLN.2017,0.0641,5,8
str_MAE.2016~str_WMR.2000,0.1498,5,2
str_MAE.2016~str_WMR.2016,0.0559,5,5
str_MAR.2017~str_MAU.2016,0.0671,20,4
str_MAR.2017~str_MEI.2017,0.0896,20,17
str_MAR.2017~str_MHK.2000,0.1498,20,20
str_MAR.2017~str_MHK.2016,0.0984,20,5
str_MAR.2017~str_MIL.2015,0.2396,20,20
str_MAR.2017~str_MIL.2017,0.2634,20,17
str_MAR.2017~str_MOH.2013,0.0993,20,10
str_MAR.2017~str_MPH.2011,0.2539,20,12
str_MAR.2017~str_MRB.2016,0.0091,20,5
str_MAR.2017~str_MRV.2016,0.087,20,5
str_MAR.2017~str_MSQ.2000,0.1214,20,3
str_MAR.2017~str_MUR.2017,0.2069,20,14
str_MAR.2017~str_NFB.2016,0.0985,20,7
str_MAR.2017~str_NFC.2012,0.151,20,16
str_MAR.2017~str_NFG.2009,0.1246,20,7
str_MAR.2017~str_OHR.2011,0.2379,20,1
str_MAR.2017~str_PEC.2018,0.0258,20,15
str_MAR.2017~str_PKC.2000,0.076,20,2
str_MAR.2017~str_POI.2017,0.1113,20,16
str_MAR.2017~str_POL.2016,0.1312,20,19
str_MAR.2017~str_ROC.2009,0.0555,20,14
str_MAR.2017~str_ROC.2017,0.0508,20,8
str_MAR.2017~str_SEC.2010,0.0939,20,6
str_MAR.2017~str_SHE.2010,0.087,20,3
str_MAR.2017~str_SIL.2015,0.1417,20,6
str_MAR.2017~str_SLK.2015,0.2125,20,20
str_MAR.2017~str_SNO.2010,0.0848,20,8
str_MAR.2017~str_TCR.2002,0.0199,20,9
str_MAR.2017~str_TCR.2017,0.0248,20,14
str_MAR.2017~str_TNY.2001,0.1187,20,12
str_MAR.2017~str_TNY.2012,0.064,20,3
str_MAR.2017~str_TOJ.2017,0.0473,20,17
str_MAR.2017~str_TRB.2010,0.0785,20,8
str_MAR.2017~str_UNK.0,0.2181,20,1
str_MAR.2017~str_UWF.2015,0.3564,20,9
str_MAR.2017~str_WAC.1997,0.1536,20,17
str_MAR.2017~str_WAC.2016,0.1122,20,8
str_MAR.2017~str_WHO.2011,0.0884,20,8
str_MAR.2017~str_WIC.2000,0.0839,20,16
str_MAR.2017~str_WIC.2017,0.1681,20,11
str_MAR.2017~str_WIL.1996,0.0427,20,8
str_MAR.2017~str_WLN.2009,0.049,20,14
str_MAR.2017~str_WLN.2017,0.0267,20,8
str_MAR.2017~str_WMR.2000,0.109,20,2
str_MAR.2017~str_WMR.2016,0.0357,20,5
str_MAU.2016~str_MEI.2017,0.1253,4,17
str_MAU.2016~str_MHK.2000,0.3445,4,20
str_MAU.2016~str_MHK.2016,0.1768,4,5
str_MAU.2016~str_MIL.2015,0.224,4,20
str_MAU.2016~str_MIL.2017,0.3595,4,17
str_MAU.2016~str_MOH.2013,0.0887,4,10
str_MAU.2016~str_MPH.2011,0.2663,4,12
str_MAU.2016~str_MRB.2016,0.0065,4,5
str_MAU.2016~str_MRV.2016,0.1844,4,5
str_MAU.2016~str_MSQ.2000,0.1447,4,3
str_MAU.2016~str_MUR.2017,0.2107,4,14
str_MAU.2016~str_NFB.2016,0.1221,4,7
str_MAU.2016~str_NFC.2012,0.2667,4,16
str_MAU.2016~str_NFG.2009,0.1808,4,7
str_MAU.2016~str_OHR.2011,-0.0149,4,1
str_MAU.2016~str_PEC.2018,0.0718,4,15
str_MAU.2016~str_PKC.2000,0.0815,4,2
str_MAU.2016~str_POI.2017,0.1114,4,16
str_MAU.2016~str_POL.2016,0.1217,4,19
str_MAU.2016~str_ROC.2009,0.0792,4,14
str_MAU.2016~str_ROC.2017,0.0812,4,8
str_MAU.2016~str_SEC.2010,0.1297,4,6
str_MAU.2016~str_SHE.2010,0.0723,4,3
str_MAU.2016~str_SIL.2015,0.1112,4,6
str_MAU.2016~str_SLK.2015,0.1945,4,20
str_MAU.2016~str_SNO.2010,0.1463,4,8
str_MAU.2016~str_TCR.2002,0.0482,4,9
str_MAU.2016~str_TCR.2017,0.0609,4,14
str_MAU.2016~str_TNY.2001,0.1522,4,12
str_MAU.2016~str_TNY.2012,0.0809,4,3
str_MAU.2016~str_TOJ.2017,0.104,4,17
str_MAU.2016~str_TRB.2010,0.0956,4,8
str_MAU.2016~str_UNK.0,0.04,4,1
str_MAU.2016~str_UWF.2015,0.168,4,9
str_MAU.2016~str_WAC.1997,0.1493,4,17
str_MAU.2016~str_WAC.2016,0.1278,4,8
str_MAU.2016~str_WHO.2011,0.1462,4,8
str_MAU.2016~str_WIC.2000,0.0927,4,16
str_MAU.2016~str_WIC.2017,0.1075,4,11
str_MAU.2016~str_WIL.1996,0.0695,4,8
str_MAU.2016~str_WLN.2009,0.0745,4,14
str_MAU.2016~str_WLN.2017,0.0684,4,8
str_MAU.2016~str_WMR.2000,0.0255,4,2
str_MAU.2016~str_WMR.2016,0.0621,4,5
str_MEI.2017~str_MHK.2000,0.1935,17,20
str_MEI.2017~str_MHK.2016,0.1208,17,5
str_MEI.2017~str_MIL.2015,0.2122,17,20
str_MEI.2017~str_MIL.2017,0.266,17,17
str_MEI.2017~str_MOH.2013,0.1165,17,10
str_MEI.2017~str_MPH.2011,0.2258,17,12
str_MEI.2017~str_MRB.2016,0.0526,17,5
str_MEI.2017~str_MRV.2016,0.074,17,5
str_MEI.2017~str_MSQ.2000,0.1468,17,3
str_MEI.2017~str_MUR.2017,0.1752,17,14
str_MEI.2017~str_NFB.2016,0.11,17,7
str_MEI.2017~str_NFC.2012,0.1648,17,16
str_MEI.2017~str_NFG.2009,0.1323,17,7
str_MEI.2017~str_OHR.2011,0.34,17,1
str_MEI.2017~str_PEC.2018,0.0998,17,15
str_MEI.2017~str_PKC.2000,0.104,17,2
str_MEI.2017~str_POI.2017,0.1181,17,16
str_MEI.2017~str_POL.2016,0.0356,17,19
str_MEI.2017~str_ROC.2009,0.1216,17,14
str_MEI.2017~str_ROC.2017,0.1053,17,8
str_MEI.2017~str_SEC.2010,0.1389,17,6
str_MEI.2017~str_SHE.2010,0.102,17,3
str_MEI.2017~str_SIL.2015,0.1432,17,6
